CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
5.63,1.32,24.02,3.59,0.72,48.33,21.89,Wildflower,8289.4,1.0,321.85
4.99,1.71,16.09,4.55,0.78,35.91,35.58,Lavender,6268.12,1.0,603.85
3.78,1.45,13.4,6.39,0.77,44.13,20.09,Clover,4528.49,0.64,134.43
5.2,1.75,23.0,5.05,0.82,34.89,40.41,Eucalyptus,9163.07,0.97,671.58
8.51,1.27,12.34,3.38,0.78,26.19,43.68,Clover,7670.8,0.8,168.23
3.15,1.4,19.03,6.03,0.77,28.42,25.3,Acacia,6712.51,0.9,490.1
3.34,1.39,18.08,2.74,0.8,42.94,43.04,Acacia,4281.52,1.0,543.41
1.22,1.58,14.38,5.41,0.82,37.34,26.41,Wildflower,1975.27,0.66,210.72
4.06,1.38,21.91,4.24,0.87,49.72,35.0,Alfalfa,9937.59,1.0,432.62
4.99,1.36,20.84,3.93,0.76,31.61,35.69,Blueberry,7566.04,1.0,946.46
4.73,1.28,16.57,7.28,0.8,22.08,44.59,Buckwheat,6044.87,0.64,435.8
8.89,1.71,17.53,3.53,0.83,45.25,26.93,Thyme,8431.23,1.0,916.22
3.49,1.72,17.11,7.42,0.72,33.99,26.02,Heather,6001.1,0.89,826.17
2.25,1.42,13.09,6.57,0.82,29.57,24.02,Borage,5989.8,0.88,653.2
9.42,1.81,13.86,4.45,0.84,43.49,39.07,Blueberry,3183.51,0.82,777.84
1.48,1.53,21.95,3.96,0.75,43.89,39.08,Rosemary,4296.47,0.82,620.47
6.37,1.39,24.44,5.34,0.89,39.82,28.69,Heather,7210.69,1.0,926.3
3.08,1.44,13.67,4.83,0.85,44.12,35.16,Acacia,6965.39,1.0,543.41
8.03,1.38,18.23,7.0,0.71,22.63,42.99,Rosemary,5505.8,0.88,662.03
5.11,1.29,23.11,5.96,0.79,28.65,29.21,Thyme,4669.88,0.97,890.54
8.59,1.69,16.06,3.7,0.74,38.8,35.29,Lavender,7447.54,0.84,508.35
3.61,1.79,13.6,5.99,0.87,27.8,41.29,Thyme,8912.27,0.64,583.37
9.49,1.6,23.95,6.62,0.75,22.19,32.5,Lavender,8913.85,0.66,399.58
6.01,1.45,18.55,6.75,0.84,27.44,24.89,Orange Blossom,1998.88,1.0,251.38
6.76,1.34,16.1,5.15,0.87,32.79,41.86,Eucalyptus,7776.78,0.97,671.58
3.4,1.56,12.12,5.03,0.83,34.34,27.6,Alfalfa,2920.72,0.68,294.93
9.85,1.25,22.79,3.87,0.75,21.56,34.23,Borage,9983.39,0.8,592.06
6.99,1.51,17.62,5.09,0.85,33.22,21.94,Wildflower,8497.98,1.0,321.85
1.56,1.46,20.42,6.24,0.75,35.09,33.53,Chestnut,5938.38,0.68,658.98
1.62,1.68,19.47,2.72,0.88,27.74,44.39,Clover,2588.38,0.64,134.43
5.27,1.8,20.34,4.44,0.86,26.02,43.58,Clover,6498.52,1.0,211.13
4.86,1.23,17.62,2.71,0.79,49.23,31.71,Sage,4223.72,1.0,926.3
9.18,1.66,12.51,6.93,0.8,37.17,21.79,Wildflower,7239.66,0.66,211.37
7.53,1.62,13.51,5.94,0.9,43.15,43.83,Avocado,7435.13,0.64,621.87
7.99,1.85,15.25,2.78,0.77,29.28,37.05,Blueberry,8348.36,0.66,626.3
1.94,1.63,12.23,4.1,0.76,43.63,32.24,Orange Blossom,3556.53,0.82,206.6
3.52,1.56,22.42,7.31,0.85,32.26,29.32,Avocado,3486.77,0.68,665.85
5.85,1.62,12.49,5.9,0.78,22.83,39.66,Borage,6198.41,0.97,724.03
4.61,1.35,24.81,6.18,0.78,47.15,44.7,Manuka,6794.02,0.64,621.87
6.07,1.24,22.86,6.07,0.71,23.17,37.75,Lavender,3284.68,0.97,586.93
4.19,1.65,21.5,4.77,0.75,45.55,21.92,Heather,8544.68,0.8,738.09
3.77,1.85,15.39,5.86,0.74,28.64,35.62,Chestnut,1599.79,0.64,613.52
8.93,1.57,16.34,3.36,0.85,37.75,42.89,Chestnut,5373.4,0.82,789.56
8.36,1.48,14.03,2.68,0.86,29.07,28.84,Acacia,9063.3,0.66,359.59
8.51,1.85,17.98,4.2,0.84,34.52,43.3,Rosemary,9971.69,1.0,754.98
3.08,1.37,14.6,7.02,0.86,49.98,41.63,Tupelo,2472.63,0.85,795.79
9.16,1.54,20.59,3.5,0.77,34.18,22.06,Acacia,3963.26,0.82,443.87
8.43,1.81,20.17,4.05,0.78,34.44,20.38,Avocado,2692.64,0.82,797.8
8.67,1.66,21.84,6.11,0.88,25.1,32.8,Eucalyptus,4586.73,0.66,459.59
6.74,1.74,15.09,7.19,0.72,31.54,23.26,Manuka,4309.37,0.97,944.43
2.31,1.83,14.39,7.38,0.71,48.76,35.63,Eucalyptus,4497.4,0.66,459.59
2.04,1.68,20.1,2.6,0.71,26.64,41.94,Eucalyptus,8226.93,0.64,442.21
3.93,1.32,19.61,7.36,0.77,47.34,29.1,Clover,2626.73,0.66,139.71
4.22,1.73,20.6,3.94,0.77,44.93,27.86,Orange Blossom,9056.42,0.82,206.6
2.77,1.74,21.62,3.27,0.84,40.1,42.64,Orange Blossom,2321.32,0.77,193.52
7.69,1.52,22.36,6.47,0.87,20.84,36.56,Alfalfa,6553.58,0.66,286.27
3.48,1.21,17.91,2.95,0.81,26.88,20.21,Alfalfa,2423.9,0.82,354.67
9.68,1.29,19.07,3.13,0.71,30.67,30.38,Avocado,6763.98,0.84,822.23
6.85,1.37,14.01,7.18,0.75,46.7,44.96,Manuka,4217.51,1.0,976.69
2.46,1.6,22.2,4.96,0.78,35.08,41.62,Chestnut,6474.72,0.82,789.56
1.56,1.65,16.85,2.5,0.88,32.05,34.33,Sunflower,4823.44,0.89,790.21
6.89,1.4,13.62,4.61,0.78,42.81,34.24,Rosemary,4736.57,1.0,754.98
6.96,1.77,18.61,6.76,0.82,29.98,22.58,Borage,2001.96,0.92,685.26
6.15,1.73,18.29,6.52,0.73,22.08,31.64,Lavender,7218.72,0.97,586.93
4.43,1.64,24.44,6.86,0.85,39.77,41.76,Sunflower,7810.42,0.66,581.85
5.7,1.57,18.39,3.97,0.86,47.99,27.44,Manuka,5738.85,1.0,976.69
7.55,1.29,15.12,6.86,0.86,33.25,29.07,Buckwheat,5413.47,0.68,466.62
4.82,1.52,22.9,7.24,0.74,46.52,38.62,Alfalfa,3572.52,0.97,420.49
1.7,1.24,23.83,6.66,0.78,30.36,30.75,Borage,9793.83,0.66,487.71
2.89,1.41,18.93,6.58,0.85,48.88,29.23,Buckwheat,9824.34,0.88,598.81
7.02,1.82,18.2,5.56,0.86,33.79,31.25,Sage,4378.27,0.99,918.88
4.24,1.45,22.19,5.55,0.86,38.52,38.33,Rosemary,8719.48,0.68,514.7
3.42,1.62,15.95,4.63,0.85,26.63,32.54,Clover,5132.45,0.82,173.51
3.08,1.81,24.17,6.94,0.86,42.32,38.25,Clover,4645.21,0.66,139.71
4.29,1.44,23.5,5.62,0.79,49.09,26.35,Thyme,6579.84,0.9,826.35
1.28,1.39,13.57,4.03,0.71,40.62,42.36,Rosemary,3002.58,1.0,754.98
4.8,1.39,15.29,6.89,0.73,43.12,27.31,Sage,4932.41,1.0,926.3
3.9,1.85,12.65,5.05,0.77,46.59,37.95,Tupelo,6927.28,0.66,619.63
4.96,1.26,23.99,2.78,0.83,27.79,35.35,Borage,3464.69,0.97,724.03
7.55,1.61,13.79,5.77,0.82,47.13,21.38,Heather,2716.9,0.64,589.79
3.46,1.54,24.63,4.04,0.74,26.37,39.24,Wildflower,4997.99,0.82,264.51
2.1,1.8,22.76,6.08,0.7,38.85,44.88,Eucalyptus,1986.7,0.63,437.35
1.35,1.46,18.23,6.07,0.77,47.8,29.38,Thyme,3390.37,0.66,606.29
9.86,1.42,18.43,7.3,0.76,45.45,40.36,Acacia,9795.62,0.85,461.82
8.87,1.62,13.99,3.55,0.74,24.46,44.28,Manuka,7794.02,0.8,778.25
7.6,1.47,20.79,3.96,0.87,32.08,31.62,Blueberry,9223.77,0.84,796.78
6.27,1.61,14.86,4.86,0.8,47.74,35.83,Sage,4940.84,1.0,926.3
2.49,1.23,17.28,5.95,0.82,31.08,36.38,Sage,2300.12,0.86,801.13
3.51,1.26,21.98,3.88,0.82,39.36,37.6,Tupelo,3477.62,0.84,788.3
7.02,1.83,15.9,6.88,0.87,47.84,31.99,Tupelo,9486.12,0.97,910.13
3.24,1.28,16.04,3.09,0.79,43.45,36.45,Chestnut,4357.36,0.82,794.4
1.57,1.28,22.5,5.16,0.88,29.12,21.55,Wildflower,9805.32,0.61,196.23
2.75,1.6,21.68,5.53,0.72,24.36,30.4,Avocado,8214.48,0.66,646.3
2.43,1.31,22.19,7.0,0.71,46.46,28.15,Rosemary,9621.76,0.64,479.2
4.69,1.59,24.93,5.18,0.75,30.5,31.37,Rosemary,3281.88,0.68,514.7
3.17,1.76,24.98,3.7,0.79,27.53,40.05,Sunflower,8202.98,0.8,705.97
2.94,1.52,16.89,7.36,0.89,33.14,43.79,Manuka,7472.46,0.87,846.67
1.13,1.48,21.72,4.45,0.75,48.96,41.65,Chestnut,5627.14,0.8,770.22
6.4,1.22,16.39,4.44,0.79,39.71,26.91,Heather,7618.22,1.0,926.3
9.33,1.37,13.32,2.74,0.87,28.83,41.15,Sage,9136.2,0.88,812.26
8.77,1.79,15.57,4.59,0.85,34.23,42.98,Thyme,4360.9,0.82,748.4
3.07,1.37,19.28,4.49,0.74,49.5,26.85,Chestnut,5442.87,1.0,966.61
9.49,1.75,19.08,2.8,0.83,25.73,36.82,Chestnut,4801.56,0.66,639.64
2.41,1.31,21.66,3.31,0.81,28.84,28.81,Alfalfa,5719.32,0.82,355.54
6.51,1.51,13.38,3.62,0.77,43.07,26.97,Chestnut,1678.93,1.0,966.61
7.27,1.76,18.6,3.63,0.7,43.31,31.91,Borage,8408.89,0.82,612.19
2.05,1.39,18.8,6.26,0.87,44.82,37.03,Sunflower,9941.04,0.88,775.13
7.23,1.4,17.68,7.12,0.88,48.74,41.25,Rosemary,9217.76,1.0,754.98
3.5,1.74,23.43,6.22,0.85,33.13,33.53,Chestnut,9868.63,0.66,632.86
5.03,1.67,16.28,5.68,0.78,46.46,24.31,Buckwheat,2714.94,0.95,648.14
9.77,1.66,12.21,4.27,0.74,24.98,28.79,Thyme,4190.94,0.82,752.99
2.9,1.33,20.86,5.46,0.81,35.34,31.96,Heather,6229.29,0.68,631.49
2.88,1.82,20.6,6.05,0.76,40.91,23.53,Tupelo,5647.22,0.64,596.2
8.02,1.63,21.66,6.42,0.72,20.95,31.38,Rosemary,3644.11,0.66,499.59
1.63,1.24,13.08,6.01,0.89,48.8,31.65,Manuka,7139.56,0.66,646.3
6.08,1.85,17.99,2.71,0.87,38.36,28.97,Chestnut,1502.29,1.0,966.61
6.79,1.55,14.98,5.99,0.88,38.2,24.24,Wildflower,4809.73,0.97,311.22
7.43,1.25,24.82,4.32,0.7,35.21,35.42,Tupelo,3126.34,0.84,788.3
1.21,1.4,17.58,3.1,0.77,44.85,31.61,Sage,9746.78,1.0,926.3
3.51,1.56,14.57,2.62,0.72,21.77,38.87,Wildflower,2060.29,0.64,204.28
2.6,1.53,14.02,7.05,0.89,22.06,31.12,Acacia,8144.21,0.66,359.59
5.49,1.77,16.62,3.76,0.71,28.11,42.72,Orange Blossom,2199.73,1.0,251.38
6.44,1.84,16.46,4.06,0.82,29.99,22.7,Borage,9411.04,1.0,744.91
3.66,1.7,17.76,4.08,0.78,31.63,37.19,Acacia,4939.45,1.0,543.41
5.16,1.73,23.19,7.44,0.73,27.6,34.08,Clover,4280.92,0.97,205.21
8.53,1.33,13.33,4.69,0.88,38.03,30.17,Thyme,9104.74,0.84,771.33
4.71,1.39,16.82,5.85,0.81,43.86,22.61,Rosemary,9806.45,1.0,754.98
9.04,1.79,13.24,3.28,0.84,40.1,28.44,Tupelo,3258.33,0.82,769.55
2.46,1.61,17.19,7.23,0.77,33.46,26.52,Heather,5413.64,0.89,826.17
3.2,1.81,23.37,2.82,0.71,32.21,32.77,Sage,6627.75,0.68,631.49
3.53,1.43,12.71,6.86,0.84,39.29,43.51,Eucalyptus,5982.53,0.9,622.92
7.73,1.56,20.0,7.19,0.72,30.89,42.33,Manuka,7664.28,0.66,641.42
8.65,1.76,16.13,6.24,0.82,28.01,30.79,Tupelo,8220.96,0.66,619.63
1.99,1.39,17.55,2.7,0.74,47.76,22.13,Borage,6536.6,1.0,744.91
5.72,1.66,15.57,6.48,0.87,36.83,27.17,Lavender,5352.33,0.99,599.01
6.33,1.73,13.93,6.83,0.79,22.45,36.18,Borage,3088.46,0.97,724.03
6.62,1.51,23.7,5.12,0.85,40.15,24.42,Heather,3684.81,0.95,877.16
5.51,1.7,15.33,6.85,0.79,49.12,37.17,Blueberry,6818.69,0.97,919.93
9.15,1.24,18.97,3.6,0.75,48.79,24.1,Acacia,3163.99,0.8,433.0
7.69,1.78,14.42,5.78,0.82,37.54,24.26,Alfalfa,2134.1,0.63,272.42
6.22,1.74,20.62,5.53,0.8,44.8,31.26,Orange Blossom,2370.92,0.94,237.54
7.58,1.49,16.27,2.93,0.87,36.64,26.66,Sunflower,5589.9,0.68,604.01
1.49,1.82,20.55,5.66,0.74,35.54,36.15,Thyme,2492.39,0.66,599.87
8.86,1.31,18.97,4.36,0.71,27.62,35.95,Blueberry,5300.13,0.82,777.84
8.15,1.85,22.64,4.17,0.8,25.15,38.18,Blueberry,5265.94,0.82,777.84
3.16,1.79,24.6,6.25,0.9,46.78,33.95,Borage,8775.51,0.66,492.92
7.05,1.3,24.11,5.37,0.87,42.4,29.12,Tupelo,4313.23,0.97,910.13
2.79,1.63,19.7,6.47,0.78,30.78,23.14,Acacia,6197.56,0.66,356.87
9.61,1.79,20.92,5.82,0.81,40.19,30.98,Lavender,4441.19,0.66,399.58
4.15,1.48,23.56,5.44,0.83,44.92,33.9,Lavender,3175.61,0.66,399.58
3.12,1.36,13.46,5.03,0.84,23.72,27.64,Wildflower,8245.39,0.9,290.28
5.32,1.3,12.43,3.29,0.72,48.6,40.47,Tupelo,4348.71,1.0,936.38
5.58,1.25,17.13,5.86,0.78,26.11,20.44,Blueberry,4326.5,1.0,946.46
7.26,1.37,14.38,7.45,0.87,35.96,20.71,Heather,1522.63,0.87,805.77
2.58,1.74,15.31,5.18,0.73,40.15,40.18,Thyme,6555.29,0.64,583.37
6.51,1.59,20.56,3.16,0.79,46.23,33.23,Borage,9438.97,1.0,744.91
5.85,1.56,13.83,3.65,0.87,42.06,30.72,Sunflower,8230.93,1.0,885.99
3.06,1.64,19.4,7.42,0.87,39.7,22.0,Lavender,7966.46,0.66,396.56
5.14,1.39,23.02,2.71,0.75,30.17,28.86,Buckwheat,2063.18,1.0,684.45
9.11,1.28,16.86,7.2,0.76,34.71,42.66,Borage,3023.45,0.87,645.74
4.54,1.8,19.63,3.73,0.9,38.27,31.88,Heather,3719.32,0.84,779.81
4.24,1.64,19.24,7.13,0.73,44.52,27.81,Tupelo,4945.99,0.66,619.63
7.31,1.22,16.58,4.35,0.79,32.99,44.29,Heather,2894.58,0.82,756.63
2.21,1.85,18.6,4.62,0.76,41.22,32.82,Avocado,9713.11,0.8,776.29
6.54,1.4,16.08,3.59,0.88,46.16,29.53,Avocado,5550.46,1.0,976.69
5.98,1.63,15.97,6.78,0.78,46.51,38.23,Acacia,2389.55,0.94,513.49
2.24,1.38,16.49,4.97,0.78,22.61,33.08,Tupelo,8079.89,1.0,936.38
6.1,1.27,23.41,6.48,0.71,35.1,37.99,Orange Blossom,4870.6,0.99,249.37
5.13,1.3,14.2,2.62,0.86,28.33,28.37,Avocado,6591.95,0.97,949.32
6.94,1.31,16.92,3.78,0.87,33.26,32.39,Manuka,8730.65,1.0,976.69
8.7,1.3,24.51,4.04,0.9,32.66,38.14,Heather,7513.83,0.84,779.81
7.84,1.82,19.96,6.38,0.75,45.4,41.51,Clover,5352.36,0.64,134.43
2.8,1.78,16.53,6.71,0.75,41.72,43.73,Buckwheat,4694.23,0.64,435.8
5.91,1.5,16.03,4.68,0.87,21.67,30.29,Borage,2437.18,1.0,744.91
2.56,1.79,18.75,5.04,0.85,26.05,38.02,Acacia,6887.72,0.66,359.59
9.48,1.79,17.44,5.41,0.8,26.77,26.15,Chestnut,3371.82,0.87,842.77
4.19,1.5,22.53,6.6,0.86,21.62,20.35,Buckwheat,9252.8,0.64,435.8
8.95,1.41,24.33,7.02,0.76,47.37,31.47,Alfalfa,5365.01,0.9,390.18
6.57,1.73,13.68,4.35,0.88,20.69,44.2,Heather,6208.36,1.0,926.3
7.73,1.47,16.53,6.02,0.88,32.66,23.01,Thyme,8495.99,0.66,601.7
5.08,1.37,18.22,6.16,0.75,39.3,37.21,Heather,9440.74,1.0,926.3
9.58,1.69,14.91,4.24,0.72,37.22,36.61,Buckwheat,2572.56,0.84,576.21
1.04,1.71,15.04,6.8,0.81,48.78,22.41,Orange Blossom,9897.5,0.61,153.27
2.35,1.43,19.74,4.49,0.8,20.22,42.14,Lavender,6697.38,1.0,603.85
6.47,1.3,21.57,7.36,0.72,20.18,26.41,Lavender,4540.87,0.97,586.93
8.26,1.28,15.79,3.81,0.71,21.45,25.69,Sage,6399.64,0.82,761.27
9.93,1.76,23.28,2.72,0.72,24.27,36.45,Heather,2005.85,0.64,587.93
4.98,1.59,13.77,2.74,0.76,47.44,20.89,Wildflower,6517.74,0.95,304.78
4.82,1.38,22.39,4.65,0.76,43.7,35.03,Eucalyptus,6365.96,1.0,694.53
2.29,1.67,23.84,4.88,0.81,22.29,34.85,Sage,7879.01,0.82,761.27
1.05,1.22,14.45,6.44,0.74,39.23,30.35,Clover,7642.33,0.68,143.93
6.84,1.28,15.89,6.9,0.83,39.31,21.94,Thyme,9469.84,0.97,885.96
3.92,1.29,22.3,4.01,0.79,28.28,30.88,Borage,5339.88,0.82,612.19
6.19,1.27,15.61,5.17,0.72,49.51,24.45,Borage,4046.23,0.95,705.39
7.22,1.23,13.83,5.92,0.86,25.67,27.58,Acacia,5138.4,0.66,359.59
2.77,1.4,24.47,4.85,0.77,41.28,42.66,Heather,6211.68,1.0,926.3
2.7,1.51,23.27,7.46,0.71,39.14,43.8,Buckwheat,5101.74,0.66,449.49
5.27,1.58,12.49,7.22,0.88,32.98,21.96,Manuka,5383.63,0.97,944.43
2.73,1.76,15.46,6.29,0.83,38.52,22.05,Buckwheat,4309.35,0.66,449.49
7.15,1.22,21.6,3.96,0.87,38.41,36.27,Alfalfa,4613.56,1.0,432.62
3.29,1.38,16.47,7.31,0.78,37.11,44.38,Alfalfa,2146.55,0.87,376.32
8.75,1.67,13.04,5.42,0.84,33.41,20.6,Alfalfa,4183.91,0.66,284.11
7.04,1.52,14.01,5.01,0.81,20.94,30.97,Tupelo,5425.45,0.97,910.13
2.81,1.57,21.89,3.48,0.8,44.96,32.51,Blueberry,2233.7,0.8,752.26
7.54,1.85,16.42,7.26,0.79,49.4,30.01,Heather,7287.41,0.66,612.96
3.62,1.83,23.12,6.09,0.78,35.58,28.7,Acacia,1674.69,0.66,355.78
9.68,1.5,19.24,3.17,0.72,48.62,29.97,Blueberry,5893.14,0.82,777.84
5.69,1.65,19.34,3.02,0.88,37.71,23.09,Sunflower,3826.05,1.0,885.99
9.32,1.65,17.78,3.18,0.8,36.16,40.62,Alfalfa,8939.52,1.0,432.62
6.86,1.65,15.44,4.79,0.75,35.33,29.62,Alfalfa,3059.34,1.0,432.62
2.05,1.66,17.72,5.89,0.72,28.86,25.16,Borage,9967.56,0.84,629.34
8.48,1.72,22.5,3.63,0.88,48.82,37.86,Blueberry,5996.1,0.82,777.84
6.93,1.47,20.64,4.21,0.87,37.45,20.7,Clover,2076.91,1.0,211.13
5.87,1.24,23.91,4.54,0.79,47.78,38.05,Blueberry,6734.96,1.0,946.46
4.8,1.67,16.59,3.52,0.82,28.98,22.99,Clover,2053.31,0.77,162.52
6.24,1.52,21.16,5.38,0.83,44.79,29.68,Sunflower,6243.91,0.97,861.15
7.32,1.25,23.6,4.1,0.87,41.97,27.53,Manuka,9025.04,0.82,802.69
3.52,1.47,16.78,5.7,0.76,47.24,35.28,Lavender,9426.34,0.66,399.58
2.97,1.78,22.87,4.36,0.79,21.57,29.53,Chestnut,3800.24,0.82,794.4
6.61,1.34,14.14,6.97,0.82,45.1,34.01,Wildflower,8817.77,0.97,312.83
7.42,1.78,19.36,3.54,0.86,38.0,32.51,Rosemary,4938.96,0.84,635.59
7.96,1.75,12.75,7.06,0.9,48.09,44.29,Chestnut,9409.51,0.64,615.46
9.5,1.74,23.24,6.34,0.81,39.45,43.91,Alfalfa,8821.61,0.66,284.11
1.49,1.57,19.15,4.79,0.86,35.22,35.99,Acacia,9718.28,0.82,442.79
7.95,1.84,22.07,3.92,0.81,34.28,29.83,Blueberry,4116.69,0.84,796.78
2.11,1.81,16.11,5.38,0.73,20.84,35.06,Chestnut,5741.39,0.66,639.64
4.6,1.67,13.33,5.73,0.74,26.24,43.79,Alfalfa,4604.83,0.64,275.45
8.14,1.39,22.6,3.28,0.77,33.23,31.24,Clover,8623.75,1.0,211.13
3.08,1.58,12.45,5.93,0.81,38.17,21.16,Rosemary,9085.37,0.66,495.81
7.09,1.83,13.91,2.59,0.81,28.61,41.61,Alfalfa,3760.23,0.95,409.66
4.32,1.56,22.19,2.98,0.74,35.73,26.14,Manuka,6910.94,0.68,665.85
1.97,1.45,15.47,4.89,0.88,48.73,44.77,Buckwheat,3880.6,1.0,684.45
7.34,1.56,24.09,5.09,0.76,24.81,34.11,Rosemary,6665.58,0.66,499.59
7.45,1.38,23.97,6.16,0.75,27.12,32.9,Sunflower,3851.93,0.9,799.08
8.03,1.73,17.59,5.91,0.79,25.97,41.99,Buckwheat,6167.03,0.85,579.63
7.14,1.71,21.0,6.37,0.82,49.94,36.37,Wildflower,6920.65,0.97,312.83
5.65,1.79,16.96,4.62,0.81,33.22,37.68,Buckwheat,2168.67,1.0,684.45
7.11,1.29,12.92,6.18,0.72,48.54,39.02,Orange Blossom,4881.07,0.97,244.34
8.5,1.84,14.41,6.82,0.75,31.01,41.95,Blueberry,1852.92,0.63,595.99
5.0,1.54,15.77,2.54,0.86,40.19,35.6,Rosemary,2383.71,0.94,713.42
2.65,1.56,22.15,4.66,0.7,47.45,41.51,Chestnut,4079.94,0.8,770.22
7.14,1.25,12.24,4.65,0.74,31.74,42.94,Avocado,4602.86,1.0,976.69
2.53,1.32,16.97,6.99,0.72,26.93,21.18,Rosemary,4799.85,0.85,639.36
7.35,1.79,20.85,5.1,0.79,38.0,20.5,Avocado,9038.96,0.66,641.42
1.4,1.64,15.42,4.2,0.76,39.91,38.67,Borage,3291.63,0.84,627.1
8.98,1.39,24.7,3.01,0.78,41.76,41.55,Sage,4442.58,1.0,926.3
1.21,1.56,17.36,2.53,0.88,36.93,39.86,Orange Blossom,5127.6,0.89,224.21
9.72,1.67,15.62,5.07,0.72,30.4,38.9,Wildflower,8884.47,0.68,219.42
8.12,1.25,23.73,5.24,0.76,48.38,43.68,Rosemary,4622.79,0.64,480.71
1.27,1.34,23.73,7.17,0.75,34.79,36.06,Buckwheat,6786.76,0.68,466.62
6.72,1.49,23.06,5.23,0.77,26.36,32.15,Thyme,4096.91,0.97,890.54
4.28,1.34,13.95,6.4,0.72,41.39,44.83,Orange Blossom,6014.66,0.64,160.06
2.03,1.67,14.74,4.1,0.79,39.24,39.05,Tupelo,5225.8,0.84,788.3
6.52,1.85,21.09,3.78,0.71,29.51,29.67,Manuka,5307.35,1.0,976.69
8.83,1.72,12.53,4.28,0.86,22.67,40.2,Orange Blossom,8720.4,0.8,200.31
7.64,1.65,21.69,6.12,0.8,21.14,39.62,Borage,8496.41,0.66,492.92
8.16,1.23,13.64,6.9,0.77,21.84,38.57,Eucalyptus,6114.49,0.66,459.59
2.28,1.4,14.2,3.98,0.81,40.49,30.12,Rosemary,2686.31,1.0,754.98
9.74,1.5,24.7,4.54,0.74,33.68,44.81,Blueberry,2262.78,0.79,747.52
9.26,1.81,23.21,5.4,0.71,47.99,25.04,Wildflower,4110.56,0.66,212.98
4.25,1.82,17.76,3.2,0.83,49.76,28.9,Sage,4949.76,1.0,926.3
3.54,1.52,19.57,4.37,0.78,27.38,38.18,Heather,3994.23,0.82,761.27
7.76,1.44,20.51,4.89,0.89,28.11,35.29,Sage,4397.92,1.0,926.3
4.21,1.39,18.81,3.46,0.71,26.97,35.97,Manuka,8158.17,1.0,976.69
1.99,1.51,15.67,3.48,0.73,27.77,22.25,Acacia,5586.24,0.8,433.0
5.31,1.37,19.14,5.54,0.88,34.55,22.91,Acacia,6197.45,1.0,543.41
7.48,1.39,14.97,4.48,0.71,49.54,32.45,Blueberry,7033.61,1.0,946.46
3.62,1.42,18.1,3.1,0.86,27.36,26.73,Heather,1550.26,1.0,926.3
7.31,1.78,14.65,3.68,0.89,44.64,28.14,Heather,2468.81,0.8,736.24
6.45,1.85,16.71,5.23,0.83,27.42,41.29,Avocado,1846.51,0.92,898.48
9.07,1.51,17.46,3.94,0.74,21.8,37.02,Orange Blossom,4217.81,1.0,251.38
6.71,1.5,17.46,2.55,0.81,25.4,34.86,Acacia,4979.84,1.0,543.41
8.02,1.63,13.13,6.25,0.8,36.71,35.32,Manuka,8008.47,0.68,665.85
6.4,1.85,18.31,3.46,0.83,22.86,28.26,Rosemary,8034.81,1.0,754.98
3.38,1.72,13.23,3.21,0.9,47.68,20.63,Alfalfa,4974.92,0.8,344.72
5.79,1.59,19.96,7.39,0.79,24.74,40.94,Buckwheat,8844.94,0.95,648.14
4.01,1.3,17.41,4.41,0.71,38.74,43.68,Lavender,2997.62,1.0,603.85
2.56,1.25,23.02,2.62,0.89,40.32,36.15,Buckwheat,9407.73,0.66,452.92
9.29,1.86,20.52,3.52,0.72,36.24,31.99,Sage,4782.03,0.84,779.81
3.0,1.81,17.7,5.35,0.74,31.19,39.65,Clover,1986.64,0.86,182.6
3.99,1.48,15.67,6.75,0.77,27.79,33.1,Heather,9301.45,0.66,612.96
2.19,1.84,21.13,7.26,0.8,20.75,37.46,Thyme,3708.75,0.66,606.29
7.5,1.56,15.22,5.51,0.82,42.23,33.74,Borage,8672.02,0.66,492.92
5.22,1.41,23.54,6.01,0.79,36.0,38.19,Eucalyptus,5968.22,1.0,694.53
3.96,1.36,14.14,5.79,0.86,36.86,39.37,Sage,7081.86,0.92,853.98
9.04,1.3,18.33,6.5,0.75,24.81,38.36,Buckwheat,2267.39,0.64,434.43
9.38,1.56,22.38,6.08,0.71,33.93,29.39,Chestnut,2670.24,0.68,658.98
5.08,1.33,22.7,3.6,0.74,32.92,25.56,Blueberry,9578.57,1.0,946.46
3.75,1.41,15.82,3.65,0.85,49.06,27.96,Orange Blossom,1901.3,1.0,251.38
9.34,1.44,13.37,5.14,0.77,27.82,22.49,Buckwheat,7802.02,0.88,600.18
7.17,1.43,12.58,5.26,0.78,48.91,38.74,Acacia,6402.03,1.0,543.41
7.26,1.53,23.08,6.89,0.86,23.31,21.2,Wildflower,1527.48,0.61,196.23
5.03,1.51,21.62,7.09,0.78,39.52,39.15,Acacia,4313.7,0.99,539.06
2.13,1.48,20.39,5.0,0.82,21.56,39.11,Heather,6031.98,0.82,761.27
3.05,1.35,14.85,6.49,0.83,31.49,38.02,Tupelo,8959.91,0.68,638.37
2.48,1.33,13.64,4.26,0.88,44.92,23.89,Thyme,8415.32,0.8,730.06
3.65,1.69,19.4,6.17,0.88,25.9,20.66,Wildflower,8114.21,0.64,204.93
6.03,1.7,18.64,5.97,0.72,43.15,37.72,Tupelo,7966.91,0.97,910.13
7.72,1.83,24.74,4.13,0.84,24.23,25.19,Wildflower,6903.65,0.82,264.51
